symbol,start_date,end_date
PENDLETRY,2024-02-01,
PENDLETUSD,2023-07-01,2024-03-31
PENDLEUSDT,2023-07-01,
PEOPLEBNB,2022-02-01,2023-06-30
PEOPLEBTC,2021-12-01,
PEOPLEBUSD,2021-12-01,2023-08-31
PEOPLEETH,2022-07-01,2023-06-30
PEOPLEUSDT,2021-12-01,
PEPEFDUSD,2024-03-01,
PEPETRY,2023-05-01,
PEPETUSD,2023-05-01,
PEPEUSDC,2024-03-01,
PEPEUSDT,2023-05-01,
PERLBNB,2019-08-01,2022-06-30
PERLBTC,2019-08-01,2022-11-30
PERLUSDC,2019-08-01,2019-12-31
PERLUSDT,2019-08-01,2023-12-31
PERPBTC,2021-03-01,
PERPBUSD,2021-03-01,2023-10-31
PERPUSDT,2021-03-01,
PHABTC,2021-02-01,
PHABUSD,2021-02-01,2023-10-31
PHAUSDT,2021-06-01,
PHBBNB,2019-05-01,2020-03-31
PHBBTC,2019-05-01,
PHBBUSD,2022-09-01,2023-11-30
PHBPAX,2019-05-01,2019-09-30
PHBTUSD,2019-05-01,2022-03-31
PHBUSDC,2019-05-01,2019-09-30
PHBUSDT,2022-11-01,
PHXBNB,2018-08-01,2019-05-31
PHXBTC,2018-08-01,2019-05-31
PHXETH,2018-08-01,2019-05-31
PIVXBNB,2018-01-01,2020-04-30
PIVXBTC,2018-01-01,
PIVXETH,2018-01-01,2022-01-31
PIVXUSDT,2023-11-01,
PIXELBNB,2024-02-01,
PIXELBTC,2024-02-01,
PIXELFDUSD,2024-02-01,
PIXELTRY,2024-02-01,
PIXELUSDC,2024-03-01,
PIXELUSDT,2024-02-01,
PLABNB,2021-11-01,2023-03-31
PLABTC,2021-11-01,2024-02-29
PLABUSD,2021-11-01,2023-09-30
PLAUSDT,2021-11-01,2024-02-29
PNTBTC,2020-06-01,2022-11-30
PNTUSDT,2020-06-01,2024-04-30
POABNB,2018-02-01,2019-12-31
POABTC,2018-02-01,2021-11-30
POAETH,2018-02-01,2020-04-30
POEBTC,2017-11-01,2020-11-30
POEETH,2017-11-01,2020-03-31
POLSBNB,2021-05-01,2024-03-31
POLSBTC,2021-05-01,2024-01-31
POLSBUSD,2021-05-01,2023-09-30
POLSUSDT,2021-05-01,
POLYBNB,2018-07-01,2020-04-30
POLYBTC,2018-07-01,2022-10-31
POLYBUSD,2021-09-01,2022-10-31
POLYUSDT,2021-09-01,2022-10-31
POLYXBTC,2022-10-01,
POLYXBUSD,2022-10-01,2023-10-31
POLYXUSDT,2022-10-01,
PONDBTC,2021-03-01,
PONDBUSD,2021-03-01,2023-10-31
PONDUSDT,2021-03-01,
PORTALBNB,2024-02-01,
PORTALBTC,2024-02-01,
PORTALFDUSD,2024-02-01,
PORTALTRY,2024-02-01,
PORTALUSDT,2024-02-01,
PORTOBTC,2021-11-01,
PORTOBUSD,2022-04-01,2023-09-30
PORTOEUR,2021-11-01,2024-03-31
PORTOTRY,2021-11-01,
PORTOUSDT,2021-11-01,
POWRBNB,2017-11-01,2020-04-30
POWRBTC,2017-11-01,
POWRBUSD,2021-11-01,2023-07-31
POWRETH,2017-11-01,
POWRUSDT,2021-11-01,
PPTBTC,2017-12-01,2021-09-30
PPTETH,2017-12-01,2020-05-31
PROMBNB,2020-11-01,2023-03-31
PROMBTC,2021-09-01,
PROMBUSD,2020-11-01,2023-11-30
PROMUSDT,2023-03-01,
PROSBUSD,2022-09-01,2023-11-30
PROSETH,2021-02-01,2023-05-31
PROSUSDT,2023-01-01,
PSGBTC,2020-12-01,2024-01-31
PSGBUSD,2020-12-01,2023-09-30
PSGTRY,2023-08-01,
PSGUSDT,2020-12-01,
PUNDIXBUSD,2022-05-01,2023-08-31
PUNDIXETH,2021-04-01,2024-02-29
PUNDIXUSDT,2021-04-01,
PYRBTC,2021-11-01,
PYRBUSD,2021-11-01,2023-11-30
PYRUSDT,2021-11-01,
PYTHBTC,2024-02-01,
PYTHFDUSD,2024-02-01,
PYTHTRY,2024-02-01,
PYTHUSDT,2024-02-01,
QIBNB,2021-11-01,2022-04-30
QIBTC,2021-11-01,
QIBUSD,2021-11-01,2023-10-31
QIUSDT,2021-11-01,
QKCBTC,2018-06-01,
QKCBUSD,2022-10-01,2023-07-31
QKCETH,2018-06-01,2024-01-31
QKCUSDT,2023-03-01,
QLCBNB,2018-04-01,2019-12-31
QLCBTC,2018-03-01,2023-04-30
QLCETH,2018-03-01,2022-02-28
QNTBNB,2021-07-01,2023-06-30
QNTBTC,2021-07-01,
QNTBUSD,2021-07-01,2023-10-31
QNTUSDT,2021-07-01,
QSPBNB,2017-11-01,2020-03-31
QSPBTC,2017-11-01,2022-08-31
QSPETH,2017-11-01,2022-02-28
QTUMBNB,2018-03-01,2020-05-31
QTUMBTC,2017-09-01,
QTUMBUSD,2019-12-01,2023-07-31
QTUMETH,2017-07-01,
QTUMUSDT,2018-03-01,
QUICKBNB,2021-07-01,2022-03-31
QUICKBTC,2021-07-01,
QUICKBUSD,2021-07-01,2023-07-31
QUICKTUSD,2023-07-01,2024-01-31
QUICKUSDT,2021-08-01,
RADBNB,2021-10-01,2023-05-31
RADBTC,2021-10-01,
RADBUSD,2021-10-01,2023-09-30
RADTRY,2023-06-01,
RADUSDT,2021-10-01,
RAMPBTC,2021-03-01,2022-07-31
RAMPBUSD,2021-03-01,2022-07-31
RAMPUSDT,2021-03-01,2022-07-31
RAREBNB,2021-10-01,2022-09-30
RAREBTC,2021-10-01,
RAREBUSD,2021-10-01,2023-10-31
RARETRY,2023-12-01,
RAREUSDT,2021-10-01,
RAYBNB,2021-08-01,
RAYBUSD,2021-08-01,2023-09-30
RAYFDUSD,2024-03-01,
RAYUSDT,2021-08-01,
RCNBNB,2017-11-01,2020-03-31
RCNBTC,2017-11-01,2021-07-31
RCNETH,2017-11-01,2020-04-30
RDNBNB,2017-11-01,2020-03-31
RDNBTC,2017-11-01,2021-12-31
RDNETH,2017-11-01,2020-05-31
RDNTBTC,2023-03-01,
RDNTTUSD,2023-03-01,2024-04-30
RDNTUSDT,2023-03-01,
REEFBIDR,2021-10-01,2022-04-30
REEFBTC,2020-12-01,2022-05-31
REEFBUSD,2021-02-01,2023-10-31
REEFTRY,2021-10-01,
REEFUSDT,2020-12-01,
REIBNB,2022-05-01,2023-05-31
REIBUSD,2022-05-01,2023-09-30
REIETH,2022-05-01,2022-12-31
REIUSDT,2022-05-01,
RENBNB,2018-12-01,2020-05-31
RENBTC,2018-12-01,
RENBTCBTC,2020-11-01,2022-04-30
RENBTCETH,2020-11-01,2021-06-30
RENBUSD,2021-09-01,2023-08-31
RENUSDT,2019-09-01,
REPBNB,2018-05-01,2019-11-30
REPBTC,2018-05-01,2022-11-30
REPBUSD,2020-06-01,2020-10-31
REPETH,2018-05-01,2022-01-31
REPUSDT,2020-06-01,2022-12-31
REQBTC,2017-10-01,
REQBUSD,2021-12-01,2023-09-30
REQETH,2017-10-01,2020-04-30
REQUSDT,2021-08-01,
RGTBNB,2021-11-01,2022-03-31
RGTBTC,2021-11-01,2022-03-31
RGTBUSD,2021-11-01,2022-03-31
RGTUSDT,2021-11-01,2022-03-31
RIFBTC,2021-01-01,
RIFUSDT,2021-01-01,
RLCBNB,2018-01-01,2020-12-31
RLCBTC,2018-01-01,
RLCBUSD,2021-06-01,2022-03-31
RLCETH,2018-01-01,
RLCUSDT,2019-11-01,
RNDRBTC,2021-11-01,
RNDRBUSD,2021-11-01,2023-11-30
RNDREUR,2024-03-01,
RNDRFDUSD,2023-11-01,
RNDRTRY,2023-05-01,
RNDRUSDT,2021-11-01,
RONINBTC,2024-02-01,
RONINFDUSD,2024-02-01,
RONINTRY,2024-02-01,
RONINUSDT,2024-02-01,
ROSEBNB,2022-01-01,2022-12-31
ROSEBTC,2020-11-01,
ROSEBUSD,2020-11-01,2023-11-30
ROSEETH,2022-01-01,
ROSETRY,2022-01-01,
ROSEUSDT,2020-11-01,
RPLBTC,2023-01-01,2024-01-31
RPLBUSD,2023-01-01,2023-10-31
RPLUSDT,2023-01-01,
RPXBNB,2018-02-01,2018-10-31
RPXBTC,2018-02-01,2018-10-31
RPXETH,2018-02-01,2018-10-31
RSRBNB,2020-08-01,2023-10-31
RSRBTC,2020-08-01,2022-05-31
RSRBUSD,2020-08-01,2023-09-30
RSRUSDT,2020-08-01,
RUNEAUD,2021-07-01,2021-11-30
RUNEBNB,2020-07-01,
RUNEBTC,2020-07-01,
RUNEBUSD,2020-07-01,2023-12-31
RUNEETH,2022-04-01,
RUNEEUR,2021-06-01,2024-01-31
RUNEFDUSD,2023-11-01,
RUNEGBP,2021-06-01,2023-08-31
RUNETRY,2022-05-01,2023-04-30
RUNETUSD,2023-10-01,2024-04-30
RUNEUSDT,2020-09-01,
RVNBNB,2018-10-01,2022-01-31
RVNBTC,2018-10-01,
RVNBUSD,2020-02-01,2023-09-30
RVNTRY,2021-04-01,
RVNUSDT,2019-09-01,
SALTBTC,2017-09-01,2019-02-28
SALTETH,2017-09-01,2019-02-28
SANDAUD,2021-12-01,2023-05-31
SANDBIDR,2021-12-01,2023-01-31
SANDBNB,2020-08-01,
SANDBRL,2021-12-01,2023-08-31
SANDBTC,2020-08-01,
SANDBUSD,2020-08-01,2023-10-31
SANDETH,2021-11-01,
SANDFDUSD,2023-12-01,
SANDTRY,2021-11-01,
SANDUSDT,2020-08-01,
SANTOSBRL,2021-12-01,2023-05-31
SANTOSBTC,2021-12-01,
SANTOSBUSD,2022-03-01,2023-11-30
SANTOSTRY,2021-12-01,
SANTOSUSDT,2021-12-01,
SCBNB,2018-06-01,2022-01-31
SCBTC,2018-06-01,2022-06-30
SCBUSD,2021-06-01,2023-07-31
SCETH,2018-06-01,
SCRTBTC,2020-09-01,
SCRTBUSD,2021-10-01,2023-09-30
SCRTETH,2020-09-01,2024-02-29
SCRTUSDT,2022-01-01,
SCUSDT,2020-07-01,
SEIBNB,2023-08-01,
SEIBTC,2023-08-01,
SEIFDUSD,2023-08-01,
SEITRY,2023-08-01,
SEITUSD,2023-08-01,
SEIUSDC,2024-02-01,
SEIUSDT,2023-08-01,
SFPBTC,2021-02-01,
SFPBUSD,2021-02-01,2023-10-31
SFPUSDT,2021-02-01,
SHIBAUD,2021-10-01,2023-05-31
SHIBBRL,2021-05-01,
SHIBBUSD,2021-05-01,2023-12-31
SHIBDOGE,2021-11-01,
SHIBEUR,2021-05-01,
SHIBFDUSD,2023-12-01,
SHIBGBP,2022-05-01,2023-01-31
SHIBRUB,2021-05-01,2021-09-30
SHIBTRY,2021-06-01,
SHIBTUSD,2023-11-01,
SHIBUAH,2021-11-01,2022-04-30
SHIBUSDC,2024-03-01,
SHIBUSDT,2021-05-01,
SKLBTC,2020-12-01,
SKLBUSD,2020-12-01,2023-08-31
SKLTRY,2024-01-01,
SKLUSDT,2020-12-01,
SKYBNB,2018-05-01,2020-03-31
SKYBTC,2018-05-01,2021-11-30
SKYETH,2018-05-01,2020-05-31
SLPBIDR,2021-12-01,2023-01-31
SLPBNB,2022-02-01,2022-12-31
SLPBUSD,2021-04-01,2023-10-31
SLPETH,2020-11-01,
SLPTRY,2021-11-01,
SLPUSDT,2021-04-01,
SNGLSBTC,2017-09-01,2021-08-31
SNGLSETH,2017-09-01,2019-11-30
SNMBTC,2017-09-01,2023-08-31
SNMBUSD,2022-08-01,2023-08-31
SNMETH,2017-09-01,2020-02-29
SNTBTC,2017-10-01,
SNTBUSD,2022-10-01,2023-08-31
SNTETH,2017-07-01,
SNTUSDT,2023-05-01,
SNXBNB,2020-07-01,2024-02-29
SNXBTC,2020-07-01,
SNXBUSD,2020-07-01,2023-10-31
SNXETH,2022-06-01,
SNXTRY,2024-03-01,
SNXUSDT,2020-07-01,
SOLAUD,2021-09-01,2023-06-30
SOLBIDR,2021-09-01,2023-09-30
SOLBNB,2020-04-01,
SOLBRL,2021-06-01,
SOLBTC,2020-04-01,
SOLBUSD,2020-04-01,2023-12-31
SOLETH,2021-10-01,
SOLEUR,2021-05-01,
SOLFDUSD,2023-09-01,
SOLGBP,2021-06-01,2023-12-31
SOLRUB,2021-07-01,2023-11-30
SOLTRY,2021-06-01,
SOLTUSD,2023-03-01,
SOLUSDC,2021-09-01,
SOLUSDT,2020-08-01,
SPARTABNB,2020-09-01,2022-08-31
SPELLBNB,2022-02-01,2022-06-30
SPELLBTC,2021-12-01,2022-02-28
SPELLBUSD,2021-12-01,2023-08-31
SPELLTRY,2022-02-01,
SPELLUSDT,2021-12-01,
SRMBIDR,2020-09-01,2021-01-31
SRMBNB,2020-08-01,2022-11-30
SRMBTC,2020-08-01,2022-11-30
SRMBUSD,2020-08-01,2023-08-31
SRMUSDT,2020-08-01,2022-11-30
SSVBTC,2021-10-01,
SSVBUSD,2022-08-01,2023-09-30
SSVETH,2021-10-01,
SSVTUSD,2023-03-01,2024-04-30
SSVUSDT,2023-02-01,
STEEMBNB,2018-02-01,2021-01-31
STEEMBTC,2018-02-01,
STEEMBUSD,2022-05-01,2023-07-31
STEEMETH,2018-02-01,
STEEMUSDT,2022-04-01,
STGBTC,2022-08-01,
STGBUSD,2022-08-01,2023-10-31
STGUSDT,2022-08-01,
STMXBNB,2020-06-01,2022-01-31
STMXBTC,2020-06-01,2023-05-31
STMXBUSD,2021-06-01,2023-09-30
STMXETH,2020-06-01,2022-12-31
STMXUSDT,2020-06-01,
STORJBTC,2017-11-01,
STORJBUSD,2020-07-01,2023-08-31
STORJETH,2017-11-01,2021-01-31
STORJTRY,2022-07-01,
STORJUSDT,2020-07-01,
STORMBNB,2018-03-01,2020-04-30
STORMBTC,2018-03-01,2020-06-30
STORMETH,2018-03-01,2020-06-30
STORMUSDT,2019-08-01,2020-06-30
STPTBNB,2020-03-01,2020-05-31
STPTBTC,2020-03-01,
STPTBUSD,2021-10-01,2023-07-31
STPTUSDT,2020-03-01,
STRATBNB,2020-02-01,2020-05-31
STRATBTC,2017-09-01,2020-11-30
STRATBUSD,2020-02-01,2020-11-30
STRATETH,2017-09-01,2020-11-30
STRATUSDT,2020-02-01,2020-11-30
STRAXBTC,2020-11-01,
STRAXBUSD,2020-11-01,2023-08-31
STRAXETH,2020-11-01,2022-12-31
STRAXTRY,2023-10-01,
STRAXUSDT,2020-11-01,
STRKBTC,2024-02-01,
STRKFDUSD,2024-02-01,
STRKTRY,2024-02-01,
STRKUSDC,2024-03-01,
STRKUSDT,2024-02-01,
STXBNB,2019-10-01,
STXBTC,2019-10-01,
STXBUSD,2021-09-01,2023-11-30
STXFDUSD,2024-01-01,
STXTRY,2023-03-01,
STXUSDT,2019-10-01,
SUBBTC,2017-10-01,2019-02-28
SUBETH,2017-10-01,2019-02-28
SUIBNB,2023-05-01,
SUIBTC,2023-05-01,
SUIEUR,2023-05-01,
SUIFDUSD,2023-10-01,
SUITRY,2023-05-01,
SUITUSD,2023-05-01,
SUIUSDC,2024-01-01,
SUIUSDT,2023-05-01,
SUNBTC,2020-09-01,2021-06-30
SUNBUSD,2021-09-01,2023-08-31
SUNUSDT,2020-09-01,
SUPERBTC,2021-03-01,
SUPERBUSD,2021-03-01,2023-10-31
SUPERFDUSD,2023-11-01,
SUPERTRY,2023-12-01,
SUPERUSDT,2021-03-01,
SUSDBTC,2020-12-01,2021-09-30
SUSDETH,2020-12-01,2021-02-28
SUSDUSDT,2020-12-01,2022-04-30
SUSHIBIDR,2021-09-01,2022-01-31
SUSHIBNB,2020-09-01,2023-10-31
SUSHIBTC,2020-09-01,
SUSHIBUSD,2020-09-01,2023-10-31
SUSHIDOWNUSDT,2020-12-01,2021-12-31
SUSHIUPUSDT,2020-12-01,2021-12-31
SUSHIUSDT,2020-09-01,
SWRVBNB,2020-09-01,2021-09-30
SWRVBUSD,2020-09-01,2021-09-30
SXPAUD,2020-08-01,2022-01-31
SXPBIDR,2020-09-01,2022-03-31
SXPBNB,2020-07-01,
SXPBTC,2020-07-01,
SXPBUSD,2020-07-01,2023-11-30
SXPDOWNUSDT,2020-10-01,2021-11-30
SXPEUR,2020-09-01,2023-02-28
SXPGBP,2020-10-01,2022-06-30
SXPTRY,2020-10-01,
SXPUPUSDT,2020-10-01,2021-11-30
SXPUSDT,2020-07-01,
SYNBTC,2023-02-01,
SYNUSDT,2023-02-01,
SYSBNB,2018-03-01,2019-12-31
SYSBTC,2018-03-01,
SYSBUSD,2020-11-01,2023-10-31
SYSETH,2018-03-01,2020-05-31
SYSUSDT,2021-09-01,
TBUSD,2022-02-01,2023-11-30
TCTBNB,2020-01-01,2020-04-30
TCTBTC,2020-01-01,2022-10-31
TCTUSDT,2020-01-01,2022-10-31
TFUELBNB,2019-05-01,2020-05-31
TFUELBTC,2019-05-01,
TFUELBUSD,2022-02-01,2023-07-31
TFUELPAX,2019-05-01,2019-09-30
TFUELTUSD,2019-05-01,2019-09-30
TFUELUSDC,2019-05-01,2019-09-30
TFUELUSDT,2019-05-01,
THETABNB,2018-05-01,2023-10-31
THETABTC,2018-05-01,
THETABUSD,2021-06-01,2023-10-31
THETAETH,2018-05-01,
THETAEUR,2021-04-01,2023-10-31
THETAFDUSD,2024-03-01,
THETATRY,2024-03-01,
THETAUSDT,2019-04-01,
TIABTC,2023-10-01,
TIAFDUSD,2024-01-01,
TIATRY,2023-10-01,
TIATUSD,2023-11-01,
TIAUSDC,2024-01-01,
TIAUSDT,2023-10-01,
TKOBIDR,2021-04-01,2023-09-30
TKOBTC,2021-04-01,
TKOBUSD,2021-04-01,2023-10-31
TKOUSDT,2021-04-01,
TLMBNB,2022-02-01,2022-06-30
TLMBTC,2021-04-01,
TLMBUSD,2021-04-01,2023-10-31
TLMTRY,2021-08-01,
TLMUSDT,2021-04-01,
TNBBTC,2017-12-01,2021-02-28
TNBETH,2017-12-01,2020-04-30
TNTBTC,2017-11-01,2020-07-31
TNTETH,2017-11-01,2020-11-30
TOMOBNB,2019-08-01,2021-01-31
TOMOBTC,2019-08-01,2023-11-30
TOMOBUSD,2020-02-01,2023-10-31
TOMOTRY,2023-09-01,2023-11-30
TOMOUSDC,2019-08-01,2020-05-31
TOMOUSDT,2019-08-01,2023-11-30
TORNBNB,2021-06-01,2022-02-28
TORNBTC,2021-06-01,2022-12-31
TORNBUSD,2021-06-01,2023-12-31
TORNUSDT,2021-06-01,2022-12-31
TRBBNB,2020-08-01,2021-01-31
TRBBTC,2020-08-01,
TRBBUSD,2020-08-01,2023-11-30
TRBTRY,2023-10-01,
TRBUSDT,2020-08-01,
TRIBEBNB,2021-08-01,2022-03-31
TRIBEBTC,2021-08-01,2022-07-31
TRIBEBUSD,2021-08-01,2022-12-31
TRIBEUSDT,2021-08-01,2022-11-30
TRIGBNB,2017-12-01,2018-10-31
TRIGBTC,2017-12-01,2018-10-31
TRIGETH,2017-12-01,2018-10-31
TROYBNB,2019-12-01,2022-12-31
TROYBTC,2019-12-01,2021-08-31
TROYBUSD,2021-10-01,2023-09-30
TROYUSDT,2019-12-01,
TRUBTC,2021-01-01,
TRUBUSD,2021-01-01,2021-08-31
TRURUB,2021-08-01,2023-02-28
TRUUSDT,2021-01-01,
TRXAUD,2021-04-01,2021-06-30
TRXBNB,2018-06-01,
TRXBTC,2017-10-01,
TRXBUSD,2019-11-01,2023-11-30
TRXDOWNUSDT,2020-09-01,2022-11-30
TRXETH,2017-10-01,
TRXEUR,2021-04-01,
TRXNGN,2020-10-01,2021-02-28
TRXPAX,2019-01-01,2021-06-30
TRXTRY,2020-12-01,
TRXTUSD,2018-12-01,2022-09-30
TRXUPUSDT,2020-09-01,2022-11-30
TRXUSDC,2019-01-01,2022-09-30
TRXUSDT,2018-06-01,
TRXXRP,2018-12-01,
TUSDBNB,2018-05-01,2019-03-31
TUSDBTC,2018-05-01,2019-03-31
TUSDBTUSD,2019-08-01,2019-09-30
TUSDBUSD,2021-01-01,2023-12-31
TUSDETH,2018-05-01,2019-03-31
TUSDT,2022-02-01,
TUSDTRY,2023-07-01,
TUSDUSDT,2018-05-01,
TVKBTC,2021-02-01,2023-11-30
TVKBUSD,2021-02-01,2023-09-30
TVKUSDT,2021-08-01,2023-11-30
TWTBTC,2021-01-01,
TWTBUSD,2021-01-01,2023-09-30
TWTTRY,2022-03-01,
TWTUSDT,2021-01-01,
UFTBUSD,2021-02-01,2023-08-31
UFTETH,2021-02-01,2024-02-29
UFTUSDT,2023-03-01,
UMABTC,2020-09-01,
UMABUSD,2022-01-01,2023-09-30
UMATRY,2022-03-01,
UMAUSDT,2020-09-01,
UNFIBNB,2020-11-01,2021-09-30
UNFIBTC,2020-11-01,
UNFIBUSD,2020-11-01,2023-10-31
UNFIETH,2022-07-01,2023-05-31
UNFITRY,2023-09-01,
UNFIUSDT,2020-11-01,
UNIAUD,2021-10-01,2021-11-30
UNIBNB,2020-09-01,2024-04-30
UNIBTC,2020-09-01,
UNIBUSD,2020-09-01,2023-11-30
UNIDOWNUSDT,2020-09-01,2021-12-31
UNIETH,2022-01-01,
UNIEUR,2021-03-01,2023-05-31
UNIFDUSD,2024-03-01,
UNITRY,2023-08-01,
UNIUPUSDT,2020-09-01,2021-12-31
UNIUSDC,2024-02-01,
UNIUSDT,2020-09-01,
USDCBNB,2018-11-01,2018-12-31
USDCBUSD,2021-01-01,2022-09-30
USDCPAX,2019-01-01,2020-06-30
USDCTUSD,2019-01-01,2020-07-31
USDCUSDT,2018-12-01,
USDPBUSD,2021-09-01,2022-09-30
USDPUSDT,2021-09-01,
USDSBUSDS,2019-06-01,2019-09-30
USDSBUSDT,2019-06-01,2019-09-30
USDSPAX,2019-02-01,2019-12-31
USDSTUSD,2019-02-01,2019-12-31
USDSUSDC,2019-02-01,2020-01-31
USDSUSDT,2019-02-01,2020-06-30
USDTARS,2023-04-01,
USDTBIDR,2020-06-01,
USDTBKRW,2020-08-01,2021-02-28
USDTBRL,2020-10-01,
USDTBVND,2020-12-01,2021-11-30
USDTDAI,2020-08-01,
USDTGYEN,2021-05-01,2021-05-31
USDTIDRT,2020-04-01,
USDTNGN,2020-09-01,2024-03-31
USDTPLN,2023-04-01,
USDTRON,2023-04-01,
USDTRUB,2019-12-01,2024-01-31
USDTTRY,2019-12-01,
USDTUAH,2020-06-01,
USDTVAI,2023-09-01,2024-02-29
USDTZAR,2020-03-01,
USTBTC,2021-12-01,2022-04-30
USTBUSD,2021-12-01,2022-05-31
USTCBUSD,2022-05-01,2023-11-30
USTCFDUSD,2023-11-01,
USTCTRY,2023-11-01,
USTCUSDT,2023-03-01,
USTUSDT,2021-12-01,2022-05-31
UTKBTC,2020-10-01,
UTKBUSD,2021-06-01,2023-09-30
UTKUSDT,2020-10-01,
VANRYBTC,2023-12-01,
VANRYTRY,2023-12-01,
VANRYUSDT,2023-12-01,
VENBNB,2017-11-01,2018-10-31
VENBTC,2017-11-01,2018-10-31
VENETH,2017-11-01,2018-10-31
VENUSDT,2018-06-01,2018-10-31
VETBNB,2018-07-01,
VETBTC,2018-07-01,
VETBUSD,2019-12-01,2023-11-30
VETETH,2018-07-01,
VETEUR,2021-04-01,
VETGBP,2021-04-01,2023-08-31
VETTRY,2021-04-01,
VETUSDT,2018-07-01,
VGXBTC,2021-08-01,2022-11-30
VGXETH,2021-08-01,2022-11-30
VGXUSDT,2021-11-01,
VIABNB,2018-02-01,2020-02-29
VIABTC,2018-02-01,2021-08-31
VIAETH,2018-02-01,2020-02-29
VIBBTC,2017-10-01,
VIBBUSD,2022-09-01,2023-10-31
VIBEBTC,2018-01-01,2021-02-28
VIBEETH,2018-01-01,2020-03-31
VIBETH,2017-10-01,2023-05-31
VIBUSDT,2023-02-01,
VICBTC,2023-11-01,
VICTRY,2023-11-01,
VICUSDT,2023-11-01,
VIDTBTC,2020-10-01,
VIDTBUSD,2020-10-01,2023-11-30
VIDTUSDT,2021-09-01,
VITEBNB,2019-12-01,2020-04-30
VITEBTC,2019-12-01,
VITEBUSD,2022-11-01,2023-05-31
VITEUSDT,2019-12-01,
VOXELBNB,2021-12-01,2023-05-31
VOXELBTC,2021-12-01,
VOXELBUSD,2021-12-01,2023-10-31
VOXELETH,2022-01-01,2022-09-30
VOXELUSDT,2021-12-01,
VTHOBNB,2020-07-01,2022-06-30
VTHOBUSD,2020-07-01,2020-11-30
VTHOUSDT,2020-07-01,
WABIBNB,2017-12-01,2022-03-31
WABIBTC,2017-12-01,2023-03-31
WABIETH,2017-12-01,2020-04-30
WANBNB,2018-03-01,2021-06-30
WANBTC,2018-03-01,
WANETH,2018-03-01,2024-02-29
WANUSDT,2019-08-01,
WAVESBNB,2017-12-01,2023-05-31
WAVESBTC,2017-12-01,
WAVESBUSD,2020-02-01,2023-11-30
WAVESETH,2017-12-01,
WAVESEUR,2022-03-01,2023-10-31
WAVESPAX,2019-01-01,2019-09-30
WAVESRUB,2021-09-01,2021-12-31
WAVESTRY,2022-04-01,
WAVESTUSD,2019-01-01,2020-04-30
WAVESUSDC,2019-01-01,2020-06-30
WAVESUSDT,2019-01-01,
WAXPBNB,2021-08-01,2023-06-30
WAXPBTC,2021-08-01,
WAXPBUSD,2021-08-01,2023-09-30
WAXPUSDT,2021-08-01,
WBETHETH,2023-05-01,
WBETHUSDT,2023-07-01,
WBTCBTC,2020-08-01,
WBTCBUSD,2022-06-01,2023-12-31
WBTCETH,2020-08-01,
WBTCUSDT,2023-04-01,
WIFBTC,2024-03-01,
WIFFDUSD,2024-03-01,
WIFTRY,2024-03-01,
WIFUSDT,2024-03-01,
WINBNB,2019-08-01,
WINBRL,2021-04-01,2024-04-30
WINBTC,2019-08-01,2019-09-30
WINBUSD,2021-06-01,2023-07-31
WINEUR,2021-04-01,
WINGBNB,2020-09-01,2021-09-30
WINGBTC,2020-09-01,2024-04-30
WINGBUSD,2020-09-01,2023-10-31
WINGETH,2022-08-01,2023-03-31
WINGSBTC,2017-12-01,2019-02-28
WINGSETH,2017-12-01,2019-02-28
WINGUSDT,2020-09-01,
WINTRX,2019-09-01,
WINUSDC,2019-08-01,2022-09-30
WINUSDT,2019-08-01,
WLDBTC,2023-07-01,
WLDFDUSD,2023-11-01,
WLDRUB,2023-07-01,2023-11-30
WLDTRY,2023-07-01,
WLDUSDC,2024-02-01,
WLDUSDT,2023-07-01,
WNXMBNB,2020-08-01,2021-09-30
WNXMBTC,2020-08-01,2022-03-31
WNXMBUSD,2020-08-01,2020-12-31
WNXMUSDT,2020-08-01,
WOOBNB,2022-02-01,2024-01-31
WOOBTC,2022-02-01,
WOOBUSD,2022-02-01,2023-09-30
WOOUSDT,2022-02-01,
WPRBTC,2018-03-01,2021-07-31
WPRETH,2018-03-01,2020-03-31
WRXBNB,2020-02-01,2023-05-31
WRXBTC,2020-02-01,2023-05-31
WRXBUSD,2020-05-01,2023-10-31
WRXEUR,2021-04-01,2022-03-31
WRXUSDT,2020-02-01,
WTCBNB,2017-11-01,2021-06-30
WTCBTC,2017-08-01,2023-12-31
WTCETH,2017-08-01,2021-01-31
WTCUSDT,2020-04-01,2023-12-31
XAIBNB,2024-01-01,
XAIBTC,2024-01-01,
XAIFDUSD,2024-01-01,
XAITRY,2024-01-01,
XAITUSD,2024-01-01,
XAIUSDT,2024-01-01,
XECBUSD,2021-08-01,2023-11-30
XECTRY,2023-07-01,
XECUSDT,2021-09-01,
XEMBNB,2018-03-01,2020-05-31
XEMBTC,2018-03-01,2022-11-30
XEMBUSD,2021-06-01,2022-01-31
XEMETH,2018-03-01,2022-03-31
XEMUSDT,2020-11-01,
XLMBNB,2017-12-01,2024-03-31
XLMBTC,2017-12-01,
XLMBUSD,2019-11-01,2023-11-30
XLMDOWNUSDT,2020-12-01,2021-12-31
XLMETH,2017-12-01,
XLMEUR,2020-12-01,
XLMPAX,2018-11-01,2020-03-31
XLMTRY,2021-01-01,
XLMTUSD,2018-12-01,2020-05-31
XLMUPUSDT,2020-12-01,2021-12-31
