symbol,start_date,end_date
1000SATSFDUSD,2023-12-01,
1000SATSTRY,2023-12-01,
1000SATSUSDT,2023-12-01,
1INCHBTC,2020-12-01,
1INCHBUSD,2021-02-01,2023-10-31
1INCHDOWNUSDT,2021-04-01,2021-12-31
1INCHUPUSDT,2021-04-01,2021-12-31
1INCHUSDT,2020-12-01,
AAVEBKRW,2020-10-01,2021-01-31
AAVEBNB,2020-10-01,
AAVEBRL,2021-07-01,2021-09-30
AAVEBTC,2020-10-01,
AAVEBUSD,2020-10-01,2023-11-30
AAVEDOWNUSDT,2020-11-01,2021-11-30
AAVEETH,2020-10-01,
AAVETRY,2024-03-01,
AAVEUPUSDT,2020-11-01,2021-11-30
AAVEUSDT,2020-10-01,
ACABTC,2022-01-01,
ACABUSD,2022-01-01,2023-09-30
ACATRY,2023-07-01,
ACAUSDT,2022-01-01,
ACEBNB,2023-12-01,
ACEBTC,2023-12-01,
ACEFDUSD,2023-12-01,
ACETRY,2023-12-01,
ACEUSDT,2023-12-01,
ACHBTC,2022-01-01,
ACHBUSD,2022-01-01,2023-10-31
ACHTRY,2023-04-01,
ACHUSDT,2022-01-01,
ACMBTC,2021-02-01,2023-04-30
ACMBUSD,2021-02-01,2023-07-31
ACMTRY,2023-08-01,
ACMUSDT,2021-02-01,
ADAAUD,2021-03-01,2023-06-30
ADABIDR,2021-06-01,2023-09-30
ADABKRW,2020-07-01,2021-01-31
ADABNB,2018-04-01,
ADABRL,2021-02-01,
ADABTC,2017-11-01,
ADABUSD,2019-11-01,2023-12-31
ADADOWNUSDT,2020-07-01,2023-08-31
ADAETH,2017-11-01,
ADAEUR,2020-11-01,
ADAFDUSD,2023-10-01,
ADAGBP,2021-02-01,2023-12-31
ADAPAX,2019-03-01,2020-04-30
ADARUB,2021-03-01,2023-11-30
ADATRY,2021-02-01,
ADATUSD,2018-12-01,
ADAUPUSDT,2020-07-01,2023-08-31
ADAUSDC,2019-03-01,
ADAUSDT,2018-04-01,
ADXBNB,2017-11-01,2019-12-31
ADXBTC,2017-11-01,
ADXBUSD,2021-07-01,2023-10-31
ADXETH,2017-11-01,
ADXUSDT,2021-10-01,
AEBNB,2018-02-01,2020-03-31
AEBTC,2018-02-01,2020-12-31
AEETH,2018-02-01,2020-11-30
AERGOBTC,2020-10-01,2024-03-31
AERGOBUSD,2020-10-01,2023-10-31
AERGOUSDT,2023-05-01,
AEURUSDT,2023-12-01,
AEVOBNB,2024-03-01,
AEVOBTC,2024-03-01,
AEVOFDUSD,2024-03-01,
AEVOTRY,2024-03-01,
AEVOUSDT,2024-03-01,
AGIBNB,2018-06-01,2020-04-30
AGIBTC,2018-06-01,2021-05-31
AGIETH,2018-06-01,2020-05-31
AGIXBTC,2021-06-01,
AGIXBUSD,2022-10-01,2023-12-31
AGIXFDUSD,2024-03-01,
AGIXTRY,2023-03-01,
AGIXUSDT,2023-02-01,
AGLDBNB,2021-10-01,2022-05-31
AGLDBTC,2021-10-01,
AGLDBUSD,2021-10-01,2023-11-30
AGLDUSDT,2021-10-01,
AIBNB,2024-01-01,
AIBTC,2024-01-01,
AIFDUSD,2024-01-01,
AIONBNB,2017-12-01,2020-12-31
AIONBTC,2017-12-01,2023-01-31
AIONBUSD,2020-02-01,2020-11-30
AIONETH,2017-12-01,2022-07-31
AIONUSDT,2020-02-01,2023-02-28
AITRY,2024-01-01,
AITUSD,2024-01-01,
AIUSDT,2024-01-01,
AKROBTC,2020-11-01,2022-05-31
AKROBUSD,2022-05-01,2023-11-30
AKROUSDT,2020-11-01,
ALCXBTC,2021-11-01,
ALCXBUSD,2021-11-01,2023-08-31
ALCXUSDT,2021-11-01,
ALGOBIDR,2021-09-01,2021-12-31
ALGOBNB,2019-06-01,2024-03-31
ALGOBTC,2019-06-01,
ALGOBUSD,2020-02-01,2023-12-31
ALGOETH,2022-05-01,
ALGOFDUSD,2023-10-01,
ALGOPAX,2019-06-01,2020-07-31
ALGORUB,2021-11-01,2023-11-30
ALGOTRY,2022-05-01,
ALGOTUSD,2019-06-01,2021-06-30
ALGOUSDC,2019-06-01,
ALGOUSDT,2019-06-01,
ALICEBIDR,2021-09-01,2022-09-30
ALICEBNB,2022-01-01,2023-04-30
ALICEBTC,2021-03-01,
ALICEBUSD,2021-03-01,2023-09-30
ALICETRY,2021-12-01,
ALICEUSDT,2021-03-01,
ALPACABNB,2021-08-01,2022-03-31
ALPACABTC,2021-08-01,
ALPACABUSD,2021-08-01,2023-07-31
ALPACAUSDT,2021-08-01,
ALPHABNB,2020-10-01,2023-01-31
ALPHABTC,2020-10-01,
ALPHABUSD,2020-10-01,2023-09-30
ALPHAUSDT,2020-10-01,
ALPINEBTC,2022-02-01,2024-04-30
ALPINEBUSD,2022-03-01,2023-09-30
ALPINEEUR,2022-02-01,2024-03-31
ALPINETRY,2022-02-01,
ALPINEUSDT,2022-02-01,
ALTBNB,2024-01-01,
ALTBTC,2024-01-01,
ALTFDUSD,2024-01-01,
ALTTRY,2024-01-01,
ALTUSDC,2024-02-01,
ALTUSDT,2024-01-01,
AMBBNB,2017-11-01,2020-03-31
AMBBTC,2017-11-01,
AMBBUSD,2022-09-01,2023-09-30
AMBETH,2017-11-01,2020-05-31
AMBUSDT,2023-03-01,
AMPBNB,2021-11-01,2022-05-31
AMPBTC,2021-11-01,2023-05-31
AMPBUSD,2021-11-01,2023-10-31
AMPTRY,2023-08-01,
AMPUSDT,2021-11-01,
ANCBNB,2022-03-01,2022-12-31
ANCBTC,2022-01-01,2022-12-31
ANCBUSD,2022-01-01,2023-02-28
ANCUSDT,2022-01-01,2022-12-31
ANKRBNB,2019-07-01,2023-09-30
ANKRBTC,2019-07-01,
ANKRBUSD,2021-11-01,2023-10-31
ANKRPAX,2019-07-01,2019-09-30
ANKRTRY,2022-08-01,
ANKRTUSD,2019-07-01,2019-09-30
ANKRUSDC,2019-07-01,2019-09-30
ANKRUSDT,2019-07-01,
ANTBNB,2020-08-01,2024-01-31
ANTBTC,2020-08-01,2024-02-29
ANTBUSD,2020-08-01,2023-09-30
ANTUSDT,2020-08-01,2024-02-29
ANYBTC,2021-12-01,2022-03-31
ANYBUSD,2021-12-01,2022-03-31
ANYUSDT,2021-12-01,2022-03-31
APEAUD,2022-04-01,2023-05-31
APEBNB,2022-03-01,2023-12-31
APEBRL,2022-04-01,2023-03-31
APEBTC,2022-03-01,
APEBUSD,2022-03-01,2023-11-30
APEETH,2022-04-01,
APEEUR,2022-03-01,2023-12-31
APEGBP,2022-03-01,2023-01-31
APETRY,2022-03-01,
APEUSDT,2022-03-01,
API3BNB,2022-02-01,2022-06-30
API3BTC,2022-01-01,
API3BUSD,2022-01-01,2023-07-31
API3TRY,2022-03-01,
API3USDT,2022-01-01,
APPCBNB,2018-01-01,2020-03-31
APPCBTC,2018-01-01,2021-12-31
APPCETH,2018-01-01,2020-05-31
APTBRL,2022-10-01,2023-05-31
APTBTC,2022-10-01,
APTBUSD,2022-10-01,2023-11-30
APTETH,2023-02-01,
APTEUR,2022-10-01,
APTFDUSD,2024-01-01,
APTTRY,2022-10-01,
APTUSDT,2022-10-01,
ARBBTC,2023-03-01,
ARBETH,2023-07-01,
ARBEUR,2023-03-01,
ARBFDUSD,2023-10-01,
ARBNB,2021-05-01,2023-05-31
ARBRUB,2023-04-01,2023-11-30
ARBTC,2021-05-01,
ARBTRY,2023-03-01,
ARBTUSD,2023-03-01,
ARBUSD,2021-05-01,2023-10-31
ARBUSDC,2023-12-01,
ARBUSDT,2023-03-01,
ARDRBNB,2018-07-01,2019-12-31
ARDRBTC,2018-07-01,
ARDRETH,2018-07-01,2020-04-30
ARDRUSDT,2020-05-01,
ARKBTC,2017-11-01,2022-11-30
ARKBUSD,2022-08-01,2023-09-30
ARKETH,2017-11-01,2020-05-31
ARKMBNB,2023-07-01,
ARKMBTC,2023-07-01,
ARKMFDUSD,2024-03-01,
ARKMRUB,2023-07-01,2023-11-30
ARKMTRY,2023-07-01,
ARKMTUSD,2023-07-01,
ARKMUSDT,2023-07-01,
ARKTRY,2023-11-01,
ARKUSDT,2023-09-01,
ARNBTC,2017-11-01,2020-07-31
ARNETH,2017-11-01,2020-07-31
ARPABNB,2019-11-01,2024-03-31
ARPABTC,2019-11-01,
ARPABUSD,2021-09-01,2023-10-31
ARPAETH,2022-11-01,2023-12-31
ARPARUB,2021-09-01,2023-11-30
ARPATRY,2021-09-01,
ARPAUSDT,2019-11-01,
ARTRY,2024-03-01,
ARUSDT,2021-05-01,
ASRBTC,2020-12-01,2023-02-28
ASRBUSD,2022-06-01,2023-09-30
ASRTRY,2023-08-01,
ASRUSDT,2020-12-01,
ASTBTC,2017-10-01,
ASTETH,2017-10-01,2020-05-31
ASTRBTC,2022-04-01,
ASTRBUSD,2022-02-01,2023-09-30
ASTRETH,2022-04-01,2023-01-31
ASTRUSDT,2022-02-01,
ASTUSDT,2023-05-01,
ATABNB,2021-06-01,2022-12-31
ATABTC,2021-06-01,
ATABUSD,2021-06-01,2023-08-31
ATAUSDT,2021-06-01,
ATMBTC,2020-12-01,2023-03-31
ATMBUSD,2021-06-01,2023-09-30
ATMTRY,2023-08-01,
ATMUSDT,2020-12-01,
ATOMBIDR,2022-01-01,2022-04-30
ATOMBNB,2019-04-01,
ATOMBRL,2022-01-01,2023-01-31
ATOMBTC,2019-04-01,
ATOMBUSD,2020-02-01,2023-12-31
ATOMETH,2022-01-01,
ATOMEUR,2022-03-01,
ATOMFDUSD,2023-10-01,
ATOMPAX,2019-05-01,2019-11-30
ATOMTRY,2022-01-01,
ATOMTUSD,2019-05-01,2020-04-30
ATOMUSDC,2019-05-01,
ATOMUSDT,2019-04-01,
AUCTIONBTC,2021-02-01,
AUCTIONBUSD,2021-02-01,2023-11-30
AUCTIONFDUSD,2023-12-01,
AUCTIONUSDT,2021-10-01,
AUDBUSD,2020-07-01,2023-06-30
AUDIOBTC,2020-10-01,
AUDIOBUSD,2020-10-01,2023-09-30
AUDIOTRY,2022-04-01,
AUDIOUSDT,2020-10-01,
AUDUSDC,2021-11-01,2022-09-30
AUDUSDT,2020-08-01,2023-06-30
AUTOBTC,2021-04-01,2023-04-30
AUTOBUSD,2021-04-01,2023-04-30
AUTOUSDT,2021-04-01,2023-04-30
AVABNB,2020-08-01,2022-05-31
AVABTC,2020-08-01,
AVABUSD,2020-08-01,2023-09-30
AVAUSDT,2020-11-01,
AVAXAUD,2021-10-01,2023-05-31
AVAXBIDR,2021-09-01,2022-09-30
AVAXBNB,2020-09-01,
AVAXBRL,2021-10-01,
AVAXBTC,2020-09-01,
AVAXBUSD,2020-09-01,2023-12-31
AVAXETH,2021-11-01,
AVAXEUR,2021-03-01,
AVAXFDUSD,2023-10-01,
AVAXGBP,2022-04-01,2023-03-31
AVAXTRY,2020-11-01,
AVAXTUSD,2023-07-01,
AVAXUSDC,2023-12-01,
AVAXUSDT,2020-09-01,
AXLBTC,2024-03-01,
AXLFDUSD,2024-03-01,
AXLTRY,2024-03-01,
AXLUSDT,2024-03-01,
AXSAUD,2021-08-01,2023-05-31
AXSBIDR,2021-09-01,2023-02-28
AXSBNB,2020-11-01,
AXSBRL,2021-08-01,2023-05-31
AXSBTC,2020-11-01,
AXSBUSD,2020-11-01,2023-11-30
AXSETH,2021-10-01,
AXSTRY,2022-02-01,
AXSUSDT,2020-11-01,
BADGERBTC,2021-03-01,
BADGERBUSD,2021-03-01,2023-10-31
BADGERUSDT,2021-03-01,
BAKEBNB,2020-09-01,2024-04-30
BAKEBTC,2021-06-01,
BAKEBUSD,2021-02-01,2023-11-30
BAKEUSDT,2021-04-01,
BALBNB,2020-08-01,2021-01-31
BALBTC,2020-08-01,
BALBUSD,2020-08-01,2023-09-30
BALUSDT,2020-08-01,
BANDBNB,2019-09-01,2021-09-30
BANDBTC,2019-09-01,
BANDBUSD,2021-02-01,2023-11-30
BANDTRY,2023-10-01,
BANDUSDT,2019-09-01,
BARBTC,2021-04-01,2023-04-30
BARBUSD,2021-04-01,2023-07-31
BARTRY,2023-08-01,
BARUSDT,2021-04-01,
BATBNB,2017-11-01,2021-09-30
BATBTC,2017-11-01,
BATBUSD,2020-02-01,2023-09-30
BATETH,2017-11-01,2023-09-30
BATPAX,2019-05-01,2020-02-29
BATTUSD,2019-05-01,2020-05-31
BATUSDC,2019-05-01,2021-06-30
BATUSDT,2019-03-01,
BCCBNB,2017-11-01,2018-11-30
BCCBTC,2017-08-01,2018-11-30
BCCETH,2017-11-01,2018-11-30
BCCUSDT,2017-11-01,2018-11-30
BCDBTC,2017-11-01,2022-03-31
BCDETH,2017-11-01,2020-06-30
BCHABCBTC,2018-11-01,2019-11-30
BCHABCBUSD,2019-10-01,2019-11-30
BCHABCPAX,2019-01-01,2019-11-30
BCHABCTUSD,2019-01-01,2019-11-30
BCHABCUSDC,2019-01-01,2019-11-30
BCHABCUSDT,2018-11-01,2019-11-30
BCHABUSD,2020-11-01,2021-08-31
BCHBNB,2019-11-01,
BCHBTC,2019-11-01,
BCHBUSD,2019-11-01,2023-12-31
BCHDOWNUSDT,2020-10-01,2022-01-31
BCHEUR,2020-12-01,
BCHFDUSD,2023-10-01,
BCHPAX,2019-11-01,2021-06-30
BCHSVBTC,2018-11-01,2019-04-30
BCHSVPAX,2019-01-01,2019-04-30
BCHSVTUSD,2019-01-01,2019-04-30
BCHSVUSDC,2019-01-01,2019-04-30
BCHSVUSDT,2018-11-01,2019-04-30
BCHTRY,2023-07-01,
BCHTUSD,2019-11-01,
BCHUPUSDT,2020-10-01,2022-01-31
BCHUSDC,2019-11-01,
BCHUSDT,2019-11-01,
BCNBNB,2018-05-01,2018-10-31
BCNBTC,2018-05-01,2018-10-31
BCNETH,2018-05-01,2018-10-31
BCPTBNB,2017-11-01,2020-03-31
BCPTBTC,2017-11-01,2021-02-28
BCPTETH,2017-11-01,2020-05-31
BCPTPAX,2019-06-01,2019-09-30
BCPTTUSD,2019-06-01,2019-09-30
BCPTUSDC,2019-06-01,2019-09-30
BDOTDOT,2022-01-01,2023-10-31
BEAMBNB,2019-09-01,2020-05-31
BEAMBTC,2019-09-01,2022-11-30
BEAMUSDT,2019-09-01,2023-01-31
BEAMXTRY,2023-11-01,
BEAMXUSDT,2023-11-01,
BEARBUSD,2020-01-01,2020-03-31
BEARUSDT,2020-01-01,2020-03-31
BELBNB,2020-09-01,2023-11-30
BELBTC,2020-09-01,
BELBUSD,2020-09-01,2023-10-31
BELETH,2022-07-01,2023-05-31
BELTRY,2021-12-01,
BELUSDT,2020-09-01,
BETABNB,2021-10-01,2023-08-31
BETABTC,2021-10-01,
BETABUSD,2021-10-01,2023-10-31
BETAETH,2022-02-01,2023-12-31
BETAUSDT,2021-10-01,
BETHBUSD,2022-08-01,2023-10-31
BETHETH,2021-01-01,2023-10-31
BETHUSDT,2023-03-01,2023-10-31
BGBPUSDC,2019-07-01,2020-11-30
BICOBTC,2021-12-01,
BICOBUSD,2021-12-01,2023-09-30
BICOUSDT,2021-12-01,
BIFIBNB,2021-03-01,2021-09-30
BIFIBUSD,2021-03-01,2023-06-30
BIFIUSDT,2022-04-01,
BKRWBUSD,2020-07-01,2020-08-31
BKRWUSDT,2020-07-01,2020-08-31
BLURBTC,2023-11-01,
BLURFDUSD,2023-11-01,
BLURTRY,2023-11-01,
BLURUSDC,2024-01-01,
BLURUSDT,2023-11-01,
BLZBNB,2018-02-01,2021-09-30
BLZBTC,2018-02-01,
BLZBUSD,2020-08-01,2023-07-31
BLZETH,2018-02-01,2023-01-31
BLZFDUSD,2023-12-01,
BLZUSDT,2020-08-01,
BNBAUD,2020-08-01,2023-06-30
BNBBEARBUSD,2020-03-01,2020-03-31
BNBBEARUSDT,2020-03-01,2020-03-31
BNBBIDR,2020-06-01,2023-09-30
BNBBKRW,2020-04-01,2021-01-31
BNBBRL,2020-11-01,
BNBBTC,2017-07-01,
BNBBULLBUSD,2020-03-01,2020-03-31
BNBBULLUSDT,2020-03-01,2020-03-31
BNBBUSD,2019-09-01,2023-12-31
BNBDAI,2020-08-01,
BNBDOWNUSDT,2020-08-01,2024-02-29
BNBETH,2017-08-01,
BNBEUR,2020-01-01,
BNBFDUSD,2023-07-01,
BNBGBP,2020-06-01,2023-12-31
BNBIDRT,2020-04-01,2022-05-31
BNBJPY,2024-03-01,
BNBNGN,2019-10-01,2021-02-28
BNBPAX,2018-11-01,2021-09-30
BNBRUB,2019-12-01,2023-11-30
BNBTRY,2019-12-01,
BNBTUSD,2019-03-01,
BNBUAH,2021-04-01,
BNBUPUSDT,2020-08-01,2024-02-29
BNBUSDC,2018-12-01,
BNBUSDP,2021-09-01,2022-09-30
BNBUSDS,2019-02-01,2020-02-29
BNBUSDT,2017-11-01,
BNBUST,2022-01-01,2022-05-31
BNBZAR,2020-03-01,2021-04-30
BNTBTC,2017-10-01,
BNTBUSD,2020-02-01,2023-08-31
BNTETH,2017-07-01,
BNTUSDT,2020-02-01,
BNXBNB,2021-11-01,2023-11-30
BNXBTC,2021-11-01,
BNXBUSD,2021-11-01,2023-11-30
BNXUSDT,2021-11-01,
BOMEBTC,2024-03-01,
BOMEFDUSD,2024-03-01,
BOMETRY,2024-03-01,
BOMEUSDT,2024-03-01,
BONDBNB,2021-07-01,2021-12-31
BONDBTC,2021-07-01,
BONDBUSD,2021-07-01,2023-11-30
BONDETH,2022-07-01,2023-02-28
BONDUSDT,2021-07-01,
BONKFDUSD,2023-12-01,
BONKTRY,2023-12-01,
BONKUSDT,2023-12-01,
BOTBTC,2020-10-01,2021-02-28
BOTBUSD,2020-10-01,2021-02-28
BQXBTC,2017-09-01,2021-08-31
BQXETH,2017-09-01,2021-08-31
BRDBNB,2017-12-01,2020-12-31
BRDBTC,2017-12-01,2022-08-31
BRDETH,2017-12-01,2022-08-31
BSWBNB,2022-03-01,2024-02-29
BSWBUSD,2022-03-01,2023-09-30
BSWETH,2022-04-01,2023-02-28
BSWTRY,2022-04-01,
BSWUSDT,2022-03-01,
BTCAEUR,2023-12-01,
BTCARS,2023-06-01,
BTCAUD,2020-07-01,2023-06-30
BTCBBTC,2019-06-01,2019-09-30
BTCBIDR,2020-06-01,
BTCBKRW,2020-04-01,2021-01-31
BTCBRL,2020-10-01,
BTCBUSD,2019-09-01,2023-12-31
BTCDAI,2020-08-01,
BTCDOWNUSDT,2020-05-01,2024-02-29
BTCEUR,2020-01-01,
BTCFDUSD,2023-08-01,
BTCGBP,2020-06-01,2023-12-31
BTCGYEN,2021-05-01,2021-05-31
BTCIDRT,2020-04-01,2021-09-30
BTCJPY,2024-03-01,
BTCNGN,2019-10-01,2024-03-31
BTCPAX,2018-11-01,2021-09-30
BTCPLN,2022-10-01,
BTCRON,2023-02-01,
BTCRUB,2019-12-01,2024-01-31
BTCSTBTC,2021-01-01,2022-11-30
BTCSTBUSD,2021-01-01,2022-12-31
BTCSTUSDT,2021-01-01,2022-11-30
BTCTRY,2019-12-01,
BTCTUSD,2018-05-01,
BTCUAH,2020-06-01,
BTCUPUSDT,2020-05-01,2024-02-29
BTCUSDC,2018-12-01,
BTCUSDP,2021-09-01,2022-09-30
BTCUSDS,2019-02-01,2020-02-29
BTCUSDT,2017-08-01,
BTCUST,2022-04-01,2022-05-31
BTCVAI,2021-02-01,2021-09-30
BTCZAR,2020-03-01,
BTGBTC,2017-10-01,2022-10-31
BTGBUSD,2021-04-01,2022-10-31
BTGETH,2017-10-01,2020-02-29
BTGUSDT,2021-04-01,2022-10-31
BTSBNB,2017-11-01,2019-11-30
BTSBTC,2017-11-01,2023-01-31
BTSBUSD,2020-02-01,2020-10-31
BTSETH,2017-11-01,2020-04-30
BTSUSDT,2020-02-01,2023-12-31
BTTBNB,2019-01-01,2022-01-31
BTTBRL,2021-04-01,2022-01-31
BTTBTC,2019-01-01,2019-09-30
BTTBUSD,2020-02-01,2022-01-31
BTTCBUSD,2022-04-01,2023-08-31
BTTCTRY,2022-01-01,
BTTCUSDC,2022-01-01,2022-09-30
BTTCUSDT,2022-01-01,
BTTEUR,2021-04-01,2022-01-31
BTTPAX,2019-02-01,2020-07-31
BTTTRX,2019-09-01,2022-01-31
BTTTRY,2021-03-01,2022-01-31
BTTTUSD,2019-02-01,2022-01-31
BTTUSDC,2019-02-01,2022-01-31
BTTUSDT,2019-01-01,2022-01-31
BULLBUSD,2020-01-01,2020-03-31
BULLUSDT,2020-01-01,2020-03-31
BURGERBNB,2020-09-01,2023-05-31
BURGERBUSD,2021-04-01,2023-10-31
BURGERETH,2022-07-01,2023-03-31
BURGERUSDT,2021-04-01,
BUSDBIDR,2020-06-01,2023-12-31
BUSDBKRW,2020-08-01,2021-01-31
BUSDBRL,2020-11-01,2023-12-31
BUSDBVND,2020-12-01,2021-11-30
BUSDDAI,2020-08-01,2023-12-31
BUSDIDRT,2020-04-01,2021-02-28
BUSDNGN,2019-10-01,2021-02-28
BUSDPLN,2022-10-01,2023-11-30
BUSDRON,2022-12-01,2023-11-30
BUSDRUB,2019-12-01,2023-11-30
BUSDTRY,2019-12-01,2023-12-31
BUSDUAH,2021-07-01,2023-11-30
BUSDUSDT,2019-09-01,2023-12-31
BUSDVAI,2021-02-01,2023-09-30
BUSDZAR,2020-03-01,2023-11-30
BZRXBNB,2020-08-01,2021-01-31
BZRXBTC,2020-08-01,2021-12-31
BZRXBUSD,2020-08-01,2021-12-31
BZRXUSDT,2020-08-01,2021-12-31
C98BNB,2021-07-01,2023-02-28
C98BRL,2021-09-01,2023-02-28
C98BTC,2021-07-01,
C98BUSD,2021-07-01,2023-10-31
C98USDT,2021-07-01,
CAKEAUD,2021-09-01,2021-11-30
CAKEBNB,2020-09-01,
CAKEBRL,2021-07-01,2021-12-31
CAKEBTC,2021-02-01,
CAKEBUSD,2020-09-01,2023-11-30
CAKEGBP,2021-04-01,2023-01-31
CAKETRY,2023-11-01,
CAKETUSD,2023-11-01,
CAKEUSDT,2021-02-01,
CDTBTC,2017-11-01,2021-10-31
CDTETH,2017-11-01,2021-10-31
CELOBTC,2021-01-01,
CELOBUSD,2021-10-01,2023-10-31
CELOUSDT,2021-01-01,
CELRBNB,2019-03-01,2023-08-31
CELRBTC,2019-03-01,
CELRBUSD,2021-06-01,2023-10-31
CELRETH,2022-02-01,2023-01-31
CELRUSDT,2019-03-01,
CFXBTC,2021-03-01,
CFXBUSD,2021-03-01,2023-11-30
CFXTRY,2023-03-01,
CFXTUSD,2023-06-01,
CFXUSDT,2021-03-01,
CHATBTC,2018-01-01,2018-10-31
CHATETH,2018-01-01,2018-10-31
CHESSBNB,2021-10-01,2022-04-30
CHESSBTC,2021-10-01,
CHESSBUSD,2021-10-01,2023-10-31
CHESSUSDT,2021-10-01,
CHRBNB,2020-05-01,
CHRBTC,2020-05-01,
CHRBUSD,2021-06-01,2023-10-31
CHRETH,2021-11-01,
CHRUSDT,2020-05-01,
CHZBNB,2019-09-01,
CHZBRL,2021-03-01,
CHZBTC,2019-09-01,
CHZBUSD,2021-03-01,2023-11-30
CHZEUR,2021-03-01,
CHZFDUSD,2024-01-01,
CHZGBP,2021-03-01,2023-08-31
CHZTRY,2021-01-01,
CHZUSDT,2019-09-01,
CITYBNB,2021-11-01,2023-03-31
CITYBTC,2021-11-01,2024-01-31
CITYBUSD,2021-11-01,2023-09-30
CITYTRY,2023-05-01,
CITYUSDT,2021-11-01,
CKBBTC,2021-01-01,2022-05-31
CKBBUSD,2021-01-01,2023-08-31
CKBTRY,2024-02-01,
CKBUSDT,2021-01-01,
CLOAKBTC,2018-04-01,2019-02-28
CLOAKETH,2018-04-01,2019-02-28
CLVBNB,2021-07-01,2023-03-31
CLVBTC,2021-07-01,
CLVBUSD,2021-07-01,2023-09-30
CLVUSDT,2021-07-01,
CMTBNB,2017-12-01,2020-03-31
CMTBTC,2017-12-01,2021-01-31
CMTETH,2017-12-01,2021-02-28
CNDBNB,2017-12-01,2020-02-29
CNDBTC,2017-12-01,2022-03-31
CNDETH,2017-12-01,2020-03-31
COCOSBNB,2019-08-01,2023-05-31
COCOSBTC,2019-08-01,2020-04-30
COCOSBUSD,2021-12-01,2023-05-31
COCOSTRY,2021-12-01,2023-05-31
COCOSUSDT,2019-08-01,2023-05-31
COMBOBNB,2023-06-01,2024-01-31
COMBOTRY,2023-06-01,
COMBOUSDT,2023-06-01,
COMPBNB,2020-06-01,2021-01-31
COMPBTC,2020-06-01,
COMPBUSD,2020-06-01,2023-11-30
COMPTRY,2023-07-01,
COMPTUSD,2023-07-01,2024-03-31
COMPUSDT,2020-06-01,
COSBNB,2019-08-01,2024-01-31
COSBTC,2019-08-01,
COSBUSD,2021-12-01,2023-08-31
COSTRY,2022-01-01,
COSUSDT,2019-08-01,
COTIBNB,2020-02-01,2024-01-31
COTIBTC,2020-02-01,
COTIBUSD,2021-06-01,2023-10-31
COTITRY,2024-02-01,
COTIUSDT,2020-02-01,
COVERBUSD,2020-12-01,2021-09-30
COVERETH,2020-12-01,2021-09-30
CREAMBNB,2020-09-01,2022-05-31
CREAMBUSD,2020-09-01,2023-09-30
CREAMUSDT,2023-09-01,
CRVBNB,2020-08-01,2021-09-30
CRVBTC,2020-08-01,
CRVBUSD,2020-08-01,2023-11-30
CRVETH,2022-01-01,2024-01-31
CRVTRY,2024-03-01,
CRVUSDT,2020-08-01,
CTKBNB,2020-10-01,
CTKBTC,2020-10-01,
CTKBUSD,2020-10-01,2023-08-31
CTKUSDT,2020-10-01,
CTSIBNB,2020-04-01,2024-03-31
CTSIBTC,2020-04-01,
CTSIBUSD,2020-04-01,2023-11-30
CTSIUSDT,2020-04-01,
CTXCBNB,2019-11-01,2020-03-31
CTXCBTC,2019-11-01,
CTXCBUSD,2021-12-01,2023-10-31
CTXCUSDT,2019-11-01,
CVCBNB,2018-05-01,2019-11-30
CVCBTC,2018-05-01,2022-12-31
CVCBUSD,2022-05-01,2023-09-30
CVCETH,2018-05-01,2022-03-31
CVCUSDT,2019-08-01,
CVPBUSD,2020-11-01,2023-11-30
CVPETH,2020-11-01,2023-03-31
CVPUSDT,2021-10-01,
CVXBTC,2021-12-01,2023-12-31
CVXBUSD,2021-12-01,2023-09-30
CVXUSDT,2021-12-01,
CYBERBNB,2023-08-01,
CYBERBTC,2023-08-01,
CYBERETH,2023-09-01,
CYBERFDUSD,2023-08-01,
CYBERTRY,2023-08-01,
CYBERTUSD,2023-08-01,
CYBERUSDT,2023-08-01,
DAIBNB,2020-07-01,2020-08-31
DAIBTC,2020-07-01,2020-08-31
DAIBUSD,2020-07-01,2020-08-31
DAIUSDT,2020-07-01,2020-08-31
DARBNB,2021-11-01,2024-01-31
DARBTC,2021-11-01,
DARBUSD,2021-11-01,2023-10-31
DARETH,2022-05-01,2023-01-31
DAREUR,2022-05-01,2024-01-31
DARTRY,2022-02-01,
DARUSDT,2021-11-01,
DASHBNB,2019-03-01,2023-06-30
DASHBTC,2017-10-01,
DASHBUSD,2020-02-01,2023-09-30
DASHETH,2017-10-01,
DASHUSDT,2019-03-01,
DATABTC,2018-06-01,
DATABUSD,2020-04-01,2023-10-31
DATAETH,2018-06-01,2022-09-30
DATAUSDT,2020-04-01,
DCRBNB,2018-10-01,2020-04-30
DCRBTC,2018-10-01,
DCRBUSD,2020-07-01,2020-11-30
DCRUSDT,2020-07-01,
DEGOBTC,2021-03-01,
DEGOBUSD,2021-03-01,2023-09-30
DEGOUSDT,2021-03-01,
DENTBTC,2018-07-01,2019-09-30
DENTBUSD,2021-10-01,2023-08-31
DENTETH,2018-07-01,
DENTTRY,2021-12-01,
DENTUSDT,2019-08-01,
DEXEBUSD,2021-01-01,2023-10-31
DEXEETH,2021-01-01,2024-01-31
DEXEUSDT,2021-07-01,
DFBUSD,2020-12-01,2023-08-31
DFETH,2020-12-01,2021-08-31
DFUSDT,2021-09-01,
